Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1
1,40D,30B,A ,320502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114202.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2668.0,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0
1,,,,330109.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81822.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2298.0,46.0,,Less than 0,0.0,0.0,0.0,0.0,2.0,1.0
0,34B,30C,B ,380107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750307.0,40.0,750312.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,28797.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2768.0,25.0,Yes ,>=0 to 5,4.0,4.0,0.0,0.0,0.0,1.0
1,4D,10A,F ,321202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671402.0,15.0,730108.0,50.0,730107.0,15.0,730204.0,20.0,0.0,0.0,33167.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2523.0,25.0,,Less than 0,0.0,5.0,14.0,7.0,4.0,4.0
0,210B,30B,,350107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0,CHIEF_INVESTIGATOR,1945.0,Australia,,1528.0,13.0,,Less than 0,0.0,1.0,0.0,1.0,17.0,12.0
0,24D,30B,,320702.0,80.0,321005.0,10.0,321204.0,10.0,0.0,0.0,0.0,0.0,730104.0,90.0,730211.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,73547.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2578.0,25.0,,Less than 0,0.0,2.0,4.0,10.0,4.0,6.0
1,5A,30B,A ,419901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750902.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74512.0,CHIEF_INVESTIGATOR,1945.0,Australia,,528.0,7.0,Yes ,>5 to 10,2.0,3.0,2.0,4.0,1.0,0.0
0,97A,30B,B ,380103.0,20.0,380107.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65387.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2558.0,25.0,Yes ,>10 to 15,0.0,3.0,2.0,7.0,14.0,1.0
0,183C,10A,D ,370302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74542.0,CHIEF_INVESTIGATOR,1945.0,Australia,,803.0,7.0,,Less than 0,0.0,3.0,0.0,4.0,6.0,2.0
0,32D,30B,,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,34.0,730107.0,33.0,730201.0,33.0,0.0,0.0,0.0,0.0,103002.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2813.0,25.0,,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
1,34B,30C,A ,270702.0,50.0,270706.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,770302.0,60.0,770306.0,20.0,770102.0,20.0,0.0,0.0,0.0,0.0,81792.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3268.0,31.0,Yes ,more than 15,2.0,0.0,0.0,3.0,5.0,4.0
0,4D,10A,G ,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16137.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2653.0,25.0,,>5 to 10,1.0,14.0,5.0,6.0,2.0,0.0
1,4D,10A,,210000.0,50.0,320206.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,50.0,730102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
0,133A,30D,,360105.0,70.0,360199.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,750702.0,50.0,750703.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,63452.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,828.0,7.0,Yes ,more than 15,0.0,1.0,0.0,4.0,8.0,0.0
1,77A,30B,A ,321024.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730303.0,50.0,730114.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,19082.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2563.0,25.0,Yes ,>=0 to 5,1.0,2.0,7.0,4.0,3.0,1.0
1,,,B ,309999.0,80.0,321012.0,10.0,329903.0,10.0,0.0,0.0,0.0,0.0,670503.0,50.0,670501.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,65072.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1258.0,34.0,,Less than 0,0.0,0.0,0.0,0.0,9.0,1.0
1,163C,10A,A ,430111.0,50.0,430101.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,751005.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102012.0,CHIEF_INVESTIGATOR,1975.0,Australia,,603.0,7.0,,,1.0,0.0,0.0,0.0,0.0,0.0
0,33A,20C,G ,300105.0,70.0,300302.0,10.0,300305.0,10.0,300201.0,10.0,0.0,0.0,630502.0,50.0,620502.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,297392.0,CHIEF_INVESTIGATOR,1960.0,Middle East and Africa,,998.0,1.0,Yes ,,0.0,4.0,0.0,1.0,3.0,0.0
0,42B,20A,,,,,,,,,,,,,,,,,,,,,,17622.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2568.0,25.0,,,0.0,2.0,4.0,14.0,10.0,5.0
0,4D,10A,,270103.0,50.0,270105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730102.0,50.0,730108.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,98222.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,,>5 to 10,1.0,1.0,5.0,1.0,0.0,1.0
1,40D,10B,C ,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,,,A ,300399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11812.0,CHIEF_INVESTIGATOR,1945.0,Australia,,1033.0,1.0,,Less than 0,0.0,0.0,0.0,1.0,5.0,0.0
0,4D,10A,,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86672.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2713.0,25.0,Yes ,>=0 to 5,4.0,4.0,3.0,1.0,0.0,0.0
1,3C,10A,F ,321208.0,60.0,321205.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342122.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2543.0,25.0,Yes ,>=0 to 5,4.0,2.0,0.0,4.0,24.0,6.0
0,59C,10A,D ,260501.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20012.0,CHIEF_INVESTIGATOR,1935.0,Australia,,3123.0,31.0,Yes ,>10 to 15,0.0,1.0,0.0,0.0,0.0,0.0
1,4D,20C,B ,320203.0,40.0,320299.0,40.0,270300.0,20.0,0.0,0.0,0.0,0.0,730102.0,60.0,730101.0,30.0,780105.0,10.0,0.0,0.0,0.0,0.0,14777.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,1.0,0.0,16.0,4.0,1.0,1.0
0,4D,10A,,321203.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670401.0,50.0,730108.0,30.0,670402.0,20.0,0.0,0.0,0.0,0.0,30017.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2893.0,25.0,,>5 to 10,1.0,5.0,0.0,17.0,24.0,14.0
0,4D,10A,,321019.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,20.0,730204.0,20.0,780108.0,30.0,730107.0,30.0,0.0,0.0,251602.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,4.0,5.0,16.0,1.0
0,2B,10A,A ,380108.0,50.0,350201.0,30.0,380104.0,20.0,0.0,0.0,0.0,0.0,780108.0,50.0,750199.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13887.0,CHIEF_INVESTIGATOR,1970.0,,,,,,,0.0,0.0,3.0,2.0,6.0,3.0
1,36D,10A,E ,270202.0,50.0,300204.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,620105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32717.0,CHIEF_INVESTIGATOR,1980.0,Australia,,3028.0,31.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,1.0,0.0
0,2B,10A,,370602.0,50.0,280104.0,40.0,370106.0,10.0,0.0,0.0,0.0,0.0,750204.0,40.0,751099.0,30.0,700399.0,30.0,0.0,0.0,0.0,0.0,77887.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3073.0,31.0,Yes ,>5 to 10,0.0,2.0,0.0,3.0,5.0,3.0
0,5A,30B,,321023.0,40.0,320304.0,30.0,250604.0,30.0,0.0,0.0,0.0,0.0,730108.0,40.0,670403.0,30.0,740301.0,30.0,0.0,0.0,0.0,0.0,9712.0,CHIEF_INVESTIGATOR,1945.0,Australia,,3048.0,31.0,,>10 to 15,0.0,3.0,0.0,0.0,0.0,0.0
0,2B,10A,,270102.0,40.0,270108.0,40.0,270103.0,20.0,0.0,0.0,0.0,0.0,730203.0,40.0,730213.0,30.0,670403.0,30.0,0.0,0.0,0.0,0.0,79062.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2813.0,25.0,,>5 to 10,0.0,1.0,32.0,20.0,9.0,1.0
0,4D,10A,,321010.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,4D,10A,,321023.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670403.0,50.0,730108.0,40.0,730208.0,5.0,730210.0,5.0,0.0,0.0,72957.0,CHIEF_INVESTIGATOR,1960.0,New Zealand,,3048.0,31.0,Yes ,>10 to 15,2.0,2.0,22.0,6.0,14.0,23.0
1,,,B ,310101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85907.0,PRINCIPAL_SUPERVISOR,1950.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1,1A,10A,A ,,,,,,,,,,,,,,,,,,,,,90602.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1038.0,1.0,Yes ,>=0 to 5,2.0,0.0,0.0,0.0,0.0,1.0
0,28D,30B,A ,321402.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749572.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2178.0,19.0,Yes ,>=0 to 5,2.0,1.0,3.0,2.0,1.0,1.0
0,2B,10A,,291099.0,50.0,291004.0,30.0,280106.0,20.0,0.0,0.0,0.0,0.0,750605.0,50.0,700299.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,30707.0,CHIEF_INVESTIGATOR,1965.0,Middle East and Africa,,2253.0,19.0,Yes ,>5 to 10,1.0,2.0,0.0,3.0,14.0,4.0
1,,,A ,,,,,,,,,,,,,,,,,,,,,6377.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,1038.0,1.0,Yes ,>5 to 10,0.0,3.0,0.0,26.0,4.0,15.0
0,40D,10B,,270103.0,50.0,270106.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15282.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2713.0,25.0,Yes ,>5 to 10,1.0,1.0,1.0,1.0,2.0,0.0
0,159C,30E,A ,,,,,,,,,,,,,,,,,,,,,12957.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2603.0,25.0,Yes ,>5 to 10,1.0,6.0,10.0,6.0,8.0,1.0
0,24D,30B,B ,270199.0,50.0,320705.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,60.0,730111.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,80377.0,CHIEF_INVESTIGATOR,1945.0,Australia,,3258.0,31.0,Yes ,more than 15,4.0,2.0,4.0,4.0,6.0,2.0
0,83C,30B,,321013.0,75.0,320702.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,80.0,730111.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,72622.0,CHIEF_INVESTIGATOR,1935.0,Australia,,2538.0,25.0,,>=0 to 5,0.0,2.0,0.0,0.0,0.0,0.0
1,,,,290101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12002.0,CHIEF_INVESTIGATOR,1945.0,Australia,,1038.0,1.0,,Less than 0,0.0,0.0,0.0,1.0,1.0,6.0
0,2B,10A,,291599.0,50.0,291699.0,30.0,280209.0,20.0,0.0,0.0,0.0,0.0,780105.0,50.0,671299.0,30.0,700103.0,20.0,0.0,0.0,0.0,0.0,14267.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2178.0,19.0,Yes ,>5 to 10,1.0,1.0,3.0,1.0,5.0,5.0
0,32D,30B,,270205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,50.0,780105.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,497907.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2578.0,25.0,Yes ,>=0 to 5,1.0,4.0,3.0,1.0,1.0,0.0
1,281A,20C,E ,260199.0,60.0,260105.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,780104.0,60.0,650103.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,CHIEF_INVESTIGATOR,1945.0,Australia,English,3123.0,31.0,Yes ,>5 to 10,3.0,2.0,13.0,2.0,15.0,0.0
1,21A,50A,,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,50.0,730104.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,74492.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2653.0,25.0,Yes ,>10 to 15,1.0,1.0,2.0,4.0,6.0,1.0
1,36D,10A,G ,270504.0,30.0,300204.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,620501.0,20.0,670602.0,20.0,770804.0,40.0,770805.0,20.0,0.0,0.0,500157.0,PRINCIPAL_SUPERVISOR,1970.0,Australia,English,3258.0,31.0,Yes ,>=0 to 5,2.0,0.0,11.0,6.0,5.0,1.0
0,7C,10A,,,,,,,,,,,,,,,,,,,,,,65302.0,DELEGATED_RESEARCHER,1960.0,Australia,,1258.0,34.0,,>5 to 10,0.0,1.0,1.0,2.0,9.0,0.0
0,2B,10A,,340208.0,50.0,340499.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,720102.0,50.0,720199.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,64232.0,CHIEF_INVESTIGATOR,1950.0,Asia Pacific,,1678.0,13.0,Yes ,more than 15,0.0,1.0,1.0,5.0,8.0,0.0
1,34B,30C,A ,270504.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636867.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3268.0,31.0,Yes ,>=0 to 5,1.0,0.0,1.0,5.0,5.0,0.0
1,269A,30B,A ,321015.0,50.0,321202.0,40.0,270203.0,10.0,0.0,0.0,0.0,0.0,730117.0,60.0,730203.0,20.0,730213.0,20.0,0.0,0.0,0.0,0.0,937957.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,3.0,0.0,3.0,8.0,0.0,3.0
0,101A,30G,B ,321204.0,40.0,321004.0,30.0,321021.0,30.0,0.0,0.0,0.0,0.0,730201.0,40.0,730203.0,30.0,730211.0,30.0,0.0,0.0,0.0,0.0,110472.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2973.0,25.0,,>=0 to 5,0.0,2.0,0.0,8.0,6.0,6.0
1,5A,30B,A ,321024.0,25.0,410101.0,25.0,321201.0,25.0,321206.0,25.0,0.0,0.0,730114.0,20.0,730208.0,20.0,730213.0,20.0,730303.0,20.0,730301.0,20.0,27572.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2778.0,25.0,,,1.0,1.0,0.0,0.0,2.0,2.0
0,4D,10A,,321003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670403.0,30.0,730106.0,35.0,730105.0,35.0,0.0,0.0,0.0,0.0,65767.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2713.0,25.0,Yes ,>5 to 10,0.0,1.0,2.0,0.0,3.0,2.0
0,149A,30B,B ,321204.0,60.0,321208.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404712.0,CHIEF_INVESTIGATOR,1955.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1,2B,10A,F ,320705.0,40.0,320702.0,30.0,321016.0,30.0,0.0,0.0,0.0,0.0,730111.0,50.0,730104.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,67282.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2578.0,25.0,Yes ,>5 to 10,0.0,2.0,4.0,3.0,4.0,3.0
1,,,A ,,,,,,,,,,,,,,,,,,,,,46127.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,,2518.0,25.0,,>=0 to 5,0.0,0.0,0.0,0.0,7.0,0.0
1,59C,20C,K ,239901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28607.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2763.0,25.0,Yes ,>=0 to 5,2.0,1.0,1.0,11.0,4.0,5.0
1,21A,50A,A ,321004.0,40.0,321003.0,30.0,321207.0,30.0,0.0,0.0,0.0,0.0,730105.0,40.0,730106.0,30.0,730206.0,30.0,0.0,0.0,0.0,0.0,69812.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2813.0,25.0,,>5 to 10,5.0,11.0,16.0,17.0,23.0,4.0
0,4D,10A,C ,320705.0,30.0,321024.0,40.0,321013.0,30.0,0.0,0.0,0.0,0.0,730104.0,60.0,730303.0,20.0,730305.0,20.0,0.0,0.0,0.0,0.0,71512.0,CHIEF_INVESTIGATOR,1945.0,,,,,,,0.0,0.0,3.0,0.0,1.0,0.0
1,,,A ,300507.0,40.0,300401.0,20.0,300405.0,20.0,300504.0,20.0,0.0,0.0,630101.0,65.0,630102.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,22202.0,CHIEF_INVESTIGATOR,1970.0,Australia,,1258.0,34.0,Yes ,>=0 to 5,0.0,2.0,0.0,2.0,0.0,0.0
0,221A,30B,B ,270603.0,60.0,321003.0,30.0,320603.0,10.0,0.0,0.0,0.0,0.0,730106.0,80.0,730203.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>5 to 10,5.0,14.0,0.0,9.0,7.0,0.0
0,59C,20C,D ,270201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730213.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78947.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2553.0,25.0,,Less than 0,1.0,1.0,0.0,3.0,3.0,1.0
0,2B,10A,,350212.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720302.0,50.0,720401.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,
1,4D,10A,F ,320502.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730199.0,70.0,730104.0,15.0,730211.0,15.0,0.0,0.0,0.0,0.0,23442.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2668.0,25.0,,Less than 0,2.0,0.0,10.0,7.0,4.0,0.0
0,266B,10A,,270299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,50.0,730107.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,67842.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,Yes ,>5 to 10,4.0,16.0,14.0,49.0,19.0,5.0
1,4D,10A,C ,321030.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730115.0,25.0,730201.0,25.0,730116.0,25.0,730213.0,25.0,0.0,0.0,30017.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2893.0,25.0,,>5 to 10,1.0,4.0,0.0,16.0,21.0,9.0
1,4D,20C,A ,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15777.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2778.0,25.0,Yes ,>5 to 10,0.0,0.0,2.0,3.0,37.0,32.0
1,34B,30C,A ,270603.0,40.0,321005.0,40.0,321014.0,20.0,0.0,0.0,0.0,0.0,730116.0,40.0,730204.0,40.0,730201.0,20.0,0.0,0.0,0.0,0.0,73402.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,3268.0,31.0,Yes ,>10 to 15,4.0,3.0,4.0,12.0,5.0,1.0
