product_class_id	product_id	brand_name	product_name	SKU	SRP	gross_weight	net_weight	recyclable_package	low_fat	units_per_case	cases_per_pallet	shelf_width	shelf_height	shelf_depth
58	27	Blue Label	Blue Label Beef Soup	29712170958	2.65	11.2	8.19	FALSE	TRUE	14	12	9.91	7.62	3.1
62	28	Blue Label	Blue Label Canned Peas	61668921113	3.91	21.9	20.8	TRUE	FALSE	33	9	8.1	22	21.5
58	29	Blue Label	Blue Label Chicken Ramen Soup	25866891741	1.78	17.1	16.1	FALSE	FALSE	34	5	6.61	19.7	22.3
93	30	Blue Label	Blue Label Canned Tuna in Water	93159278035	1.41	9.71	7.71	TRUE	FALSE	31	5	19.5	16.1	6.61
93	31	Blue Label	Blue Label Canned Tuna in Oil	50497145056	1.55	17.2	15.2	TRUE	FALSE	28	12	19.7	13.6	3.63
94	32	Blue Label	Blue Label Large Canned Shrimp	87027297616	2.86	8.86	6.85	FALSE	FALSE	2	11	8.73	3.34	13.1
95	33	Blue Label	Blue Label Fancy Canned Anchovies	44581629633	1.36	8.27	6.27	FALSE	TRUE	16	5	5.9	9.12	17.7
96	34	Blue Label	Blue Label Fancy Canned Clams	50349548459	1.69	16.7	14.7	TRUE	TRUE	30	9	20.6	14.4	11.9
97	35	Blue Label	Blue Label Fancy Canned Oysters	36162948012	2.21	18.2	16.2	FALSE	TRUE	23	5	8.28	7.87	6.27
98	36	Blue Label	Blue Label Fancy Canned Sardines	11168633103	1.8	14	11	TRUE	FALSE	26	5	17.4	16.7	19.4
58	37	Blue Label	Blue Label Rice Soup	32317668795	1.59	21	19	TRUE	TRUE	9	6	15.4	17.5	6.65
3	38	Green Ribbon	Green Ribbon Canned Mixed Fruit	42658990025	1.31	14	11	TRUE	TRUE	32	8	11.1	17.2	5.74
3	39	Green Ribbon	Green Ribbon Canned Peaches	33045791983	3.11	17.5	15.5	TRUE	FALSE	5	7	10.8	17.7	9.04
89	40	King	King Rosy Sunglasses	36527009606	0.99	11.7	10.6	TRUE	FALSE	25	13	15.7	12.1	7.7
103	41	Queen	Queen Eyeglass Screwdriver	86151577830	0.89	8.61	5.6	TRUE	FALSE	29	12	18.3	6.34	8.7
102	42	Queen	Queen City Map	89849260449	2.82	13.6	11.6	TRUE	FALSE	6	10	3.46	5.58	17.1
15	43	Club	Club Low Fat Cottage Cheese	18711594939	1.67	17.7	15.7	TRUE	FALSE	33	11	15.4	3.71	10.7
14	44	Club	Club Low Fat Sour Cream	50668345093	2.93	10.7	9.69	FALSE	TRUE	26	5	21.1	17.9	7.32
14	45	Club	Club Sour Cream	14866315722	0.53	13.6	11.6	FALSE	FALSE	9	11	8.57	7.31	3.27
11	46	Club	Club Jack Cheese	82158702015	3.44	14.4	12.3	TRUE	FALSE	19	7	12.7	20.9	7.42
11	47	Club	Club Muenster Cheese	39496569037	2.57	17.8	15.7	TRUE	FALSE	21	13	22.3	7.03	13.2
11	48	Club	Club String Cheese	76026721596	1.88	6.31	3.3	TRUE	TRUE	17	7	5.22	18.7	11.2
11	49	Club	Club Low Fat String Cheese	68700224757	3.38	17	15	FALSE	FALSE	30	12	22.8	6.48	4.65
11	50	Club	Club Havarti Cheese	74468143582	3.95	9.95	7.94	FALSE	TRUE	36	9	9.91	22.9	6.24
11	51	Club	Club Head Cheese	24898700118	1.47	8.41	5.4	FALSE	TRUE	9	11	13.1	7.54	18.6
11	52	Club	Club Cheese Spread	66002255082	2.17	14.5	13.5	TRUE	TRUE	27	13	7.4	10.4	6.06
11	53	Club	Club Sharp Cheddar Cheese	21053420901	3.61	18.8	16.7	TRUE	TRUE	18	9	21.6	18.8	6.58
11	54	Club	Club Mild Cheddar Cheese	31394742131	2.93	9.58	7.57	FALSE	TRUE	15	14	15.9	11.7	3.87
15	55	Club	Club Large Curd Cottage Cheese	21781544089	3.5	14.3	12.3	TRUE	FALSE	20	7	12.3	16.8	14.2
76	56	Club	Club 2% Milk	25262761712	0.71	20.6	18.6	TRUE	FALSE	21	7	4.1	15.3	11.6
76	57	Club	Club Buttermilk	74887329936	0.61	20.1	18.1	FALSE	FALSE	33	6	13.5	8.69	16.7
76	58	Club	Club Chocolate Milk	23704183697	2.31	15.5	13.5	FALSE	FALSE	18	12	10.7	15	13.1
76	59	Club	Club 1% Milk	42566518187	1.4	18.8	15.7	FALSE	FALSE	1	6	5.57	16.3	22.1
76	60	Club	Club Whole Milk	50621138215	2.66	7.03	5.03	FALSE	FALSE	2	6	4.42	13.3	20.8
6	61	Club	Club Strawberry Yogurt	93602067828	0.74	13.4	11.3	FALSE	TRUE	22	12	16.3	11.5	13.8
6	62	Club	Club Blueberry Yogurt	70894454121	3.82	14.1	11.1	FALSE	TRUE	32	8	11	17.4	5.51
81	63	Red Spade	Red Spade Chicken Hot Dogs	28232321143	2.95	20.3	18.2	TRUE	TRUE	21	6	4.41	15.9	17.9
91	64	Red Spade	Red Spade Pimento Loaf	64762473702	1.61	13.2	12.1	TRUE	FALSE	33	6	18.1	17.6	12.4
91	65	Red Spade	Red Spade Beef Bologna	57435976862	3.76	10.3	9.3	FALSE	TRUE	21	12	4.44	8.8	22.7
91	66	Red Spade	Red Spade Low Fat Bologna	63203895688	3.44	11.9	8.89	TRUE	TRUE	31	9	5	19.1	14.1
81	67	Red Spade	Red Spade Turkey Hot Dogs	25115165114	1.86	6.15	4.15	FALSE	TRUE	27	12	19.9	7.96	10.3
81	68	Red Spade	Red Spade Foot-Long Hot Dogs	90120850205	3.56	16	14	TRUE	TRUE	2	13	20.2	10	4.12
16	69	Red Spade	Red Spade Low Fat Cole Slaw	21269885897	3.1	16.7	14.7	TRUE	TRUE	6	11	6.13	3.69	3.28
16	70	Red Spade	Red Spade Cole Slaw	42828248143	0.97	8.83	6.82	FALSE	FALSE	6	13	16.9	12.2	12.6
77	71	Red Spade	Red Spade Roasted Chicken	33215050101	2.76	21.8	20.7	FALSE	FALSE	7	12	4.55	5.69	7.95
8	72	Red Spade	Red Spade Corned Beef	36696267724	2.74	20.2	17.2	FALSE	TRUE	6	6	20.8	11.4	15.2
8	73	Red Spade	Red Spade Sliced Turkey	86320835947	2.33	19.1	16.1	FALSE	FALSE	22	11	15.9	9.46	4.95
8	74	Red Spade	Red Spade Sliced Ham	35137689709	1.57	6.13	5.13	FALSE	TRUE	5	7	3.38	18.8	20.8
16	75	Red Spade	Red Spade Potato Salad	54000024199	0.68	16.9	14.8	FALSE	TRUE	26	11	18.1	8.74	11.9
8	76	Red Spade	Red Spade Sliced Chicken	62054644227	1.69	18.1	17.1	FALSE	TRUE	4	7	14.6	13.5	3.42
66	77	Blue Medal	Blue Medal Small Brown Eggs	50154744982	2.8	14.7	12.6	FALSE	TRUE	13	12	20	10.2	8.86
66	78	Blue Medal	Blue Medal Large Brown Eggs	27447131276	2.19	19.5	17.5	TRUE	TRUE	3	6	8.29	14.2	9.13
66	79	Blue Medal	Blue Medal Small Eggs	39665827155	1.32	12.4	10.3	FALSE	TRUE	9	8	15.3	10.7	10.7
66	80	Blue Medal	Blue Medal Large Eggs	76195979714	3.63	17.1	14.1	FALSE	FALSE	31	12	12.8	9.1	11.1
66	81	Blue Medal	Blue Medal Egg Substitute	68869482874	2.13	17	15	FALSE	FALSE	35	7	12.8	18.2	10.5
34	82	Golden	Golden Low Fat Waffles	74637401700	2.7	21.3	18.2	FALSE	TRUE	25	13	7.06	6.61	11
110	83	Golden	Golden Orange Popsicles	36548671126	3.88	18	17	TRUE	FALSE	11	10	10.7	3.3	21.5
100	84	Golden	Golden Frozen Chicken Breast	11554356217	2.81	14.6	11.6	FALSE	FALSE	3	10	4.7	3.34	4.44
29	85	Golden	Golden Frozen Pancakes	32703391909	1.36	7.12	5.11	FALSE	TRUE	29	11	9.53	3.09	16.1
63	86	Golden	Golden Low Fat French Fries	66946843266	2.97	14.2	13.1	FALSE	TRUE	3	8	8.7	21.7	10.7
64	87	Golden	Golden Frozen Sausage Pizza	57333645224	1.78	19	17	TRUE	FALSE	19	6	15.2	21.2	18.6
34	88	Golden	Golden Blueberry Waffles	25695691704	0.86	7.86	6.86	TRUE	FALSE	6	12	10.5	12.9	18.9
63	89	Golden	Golden Fajita French Fries	51418129801	1.59	20.5	17.5	FALSE	FALSE	4	7	14	20.7	14.4
34	90	Golden	Golden Waffles	24137113690	0.77	10.2	8.19	FALSE	TRUE	2	12	15.1	8.08	19.5
64	91	Golden	Golden Frozen Pepperoni Pizza	42999448180	2.68	12.8	10.8	TRUE	TRUE	17	12	8.94	4.08	3.08
64	92	Golden	Golden Frozen Cheese Pizza	51054068207	0.83	17.1	16.1	TRUE	FALSE	25	5	4.09	16.8	18.6
64	93	Golden	Golden Frozen Mushroom Pizza	39154168963	0.96	16.4	14.3	TRUE	FALSE	21	12	3.11	11.5	13.1
34	94	Golden	Golden Apple Cinnamon Waffles	16446555256	0.62	7.9	4.9	TRUE	FALSE	1	9	10.5	20.9	8.15
60	95	Golden	Golden Frozen Carrots	39882292151	1.46	8.58	5.57	TRUE	FALSE	29	9	16.6	3.52	22.3
10	96	Golden	Golden Turkey TV Dinner	10314574837	2.11	10.7	9.69	TRUE	TRUE	35	8	17.5	21.7	13.5
10	97	Golden	Golden Chicken TV Dinner	57605234980	0.59	18.3	16.2	TRUE	FALSE	26	7	16.4	16.9	5.55
10	98	Golden	Golden Beef TV Dinner	63373153805	1.83	9.43	6.43	FALSE	FALSE	33	11	4.38	3.28	15.2
28	99	Golden	Golden Pancake Mix	25284423232	2.36	8.83	6.82	TRUE	TRUE	29	13	21.7	17.9	14.7
110	100	Golden	Golden Grape Popsicles	90290108323	1.95	9.49	8.48	TRUE	TRUE	6	7	9.3	16.1	6.34
63	101	Golden	Golden Home Style French Fries	21439144015	0.72	20.6	18.6	FALSE	TRUE	13	6	7.8	13.8	7.22
110	102	Golden	Golden Lime Popsicles	55682595372	2.45	18.2	17.2	FALSE	TRUE	16	10	6.01	18.3	14.8
9	103	Golden	Golden Ice Cream	46069397330	0.95	9.81	8.81	TRUE	FALSE	13	8	6.22	15.8	11.8
9	104	Golden	Golden Ice Cream Sandwich	49550614953	3.89	12.3	10.3	FALSE	TRUE	11	8	9.93	17.4	17.9
60	105	Golden	Golden Frozen Cauliflower	75273053050	3.72	6.16	4.15	TRUE	FALSE	21	11	22.7	9.49	4.28
60	106	Golden	Golden Frozen Broccoli	36774995923	2.96	14.6	11.6	TRUE	TRUE	36	6	17.4	14.7	18.5
60	107	Golden	Golden Frozen Corn	55637330412	1.81	19.9	18.8	FALSE	FALSE	25	11	4.91	8.76	11.2
60	108	Golden	Golden Frozen Peas	63691950440	2.19	11.9	9.89	TRUE	TRUE	34	6	8.69	9.67	20.5
9	109	Golden	Golden Popsicles	51792051196	3.95	19	16	FALSE	FALSE	11	12	6.69	10.4	7.67
100	110	Golden	Golden Frozen Chicken Thighs	29084437489	2.35	12	10	TRUE	TRUE	34	13	22.3	10.2	6.75
100	111	Golden	Golden Frozen Chicken Wings	52520174384	3.48	15.4	13.3	TRUE	TRUE	17	12	22	10.7	10
110	112	Golden	Golden Lemon Popsicles	89050326943	1.13	9.35	7.35	FALSE	TRUE	35	5	21.9	15	13.8
78	113	Faux Products	Faux Products Silky Smooth Hair Conditioner	15625960230	2.29	19.7	17.7	TRUE	FALSE	8	12	14.5	8.23	15
39	114	Faux Products	Faux Products Tartar Control Toothpaste	21393879055	0.92	20.6	19.6	FALSE	FALSE	31	11	19.1	10.5	9.73
39	115	Faux Products	Faux Products Whitening Toothpast	14283847212	0.65	20.6	18.6	TRUE	FALSE	33	13	10.6	11.7	9.62
39	116	Faux Products	Faux Products Toothpaste	79289532303	3.97	8.33	5.32	TRUE	FALSE	8	10	7.45	20.8	13.4
39	117	Faux Products	Faux Products Deodorant	10438567996	2.75	9.24	7.23	FALSE	FALSE	31	10	12	3.12	8.19
79	118	Faux Products	Faux Products Conditioning Shampoo	44682019352	1.48	8.27	6.27	TRUE	FALSE	20	13	8.55	14.1	3.48
79	119	Faux Products	Faux Products Extra Moisture Shampoo	35068821310	2.28	20.1	19.1	FALSE	FALSE	7	12	7.86	8.33	14.7
88	120	Faux Products	Faux Products Angled Toothbrush	14647908806	2.26	12.9	9.89	FALSE	FALSE	23	13	9.99	5.6	22
79	121	Faux Products	Faux Products Apricot Shampoo	64272477030	2.98	11.6	8.6	TRUE	FALSE	21	11	21.4	6.61	22.4
70	122	Faux Products	Faux Products Childrens Aspirin	36991460919	1.99	12.5	10.5	FALSE	FALSE	9	10	6.11	8.89	17.1
70	123	Faux Products	Faux Products Buffered Aspirin	31951665282	3.84	12.4	9.39	FALSE	FALSE	21	7	3.1	17.5	22.6
71	124	Faux Products	Faux Products 200 MG Ibuprofen	52691374421	1.21	13.3	10.3	TRUE	FALSE	8	11	7.72	19.7	17.3
72	125	Faux Products	Faux Products 200 MG Acetominifen	16889345049	2.32	11.1	9.1	FALSE	FALSE	31	11	15.1	5.18	8.03
73	126	Faux Products	Faux Products HCL Nasal Spray	18083861470	1.61	20.8	19.7	TRUE	FALSE	22	6	21.3	18	5.03
73	127	Faux Products	Faux Products Dishwasher Detergent	41519598364	1.74	16.7	13.7	TRUE	FALSE	10	14	20.6	12.2	16.3
75	128	Faux Products	Faux Products Multi-Symptom Cold Remedy	78049750924	0.53	14.5	12.5	FALSE	FALSE	26	5	8.09	17.6	7.02
75	129	Faux Products	Faux Products Childrens Cold Remedy	94625384211	1.55	9.49	7.48	TRUE	FALSE	23	13	14.2	10.6	3.49
74	130	Faux Products	Faux Products Laundry Detergent	10393303036	2.23	21.3	20.2	TRUE	FALSE	10	12	13.5	4.82	14.7
74	131	Faux Products	Faux Products Mint Mouthwash	62304572463	2.4	19.1	16.1	FALSE	FALSE	26	13	20.9	10.2	5.48
80	132	Denny	Denny 60 Watt Lightbulb	37310257554	1.92	20	18	TRUE	FALSE	14	12	5.59	12.5	20.2
56	133	Denny	Denny Plastic Forks	90229007601	0.7	14	12	FALSE	FALSE	3	6	16.7	15.4	12
56	134	Denny	Denny Plastic Spoons	34472458958	2.43	6.83	4.82	TRUE	FALSE	18	7	18.8	12.6	19.3
56	135	Denny	Denny Plastic Knives	24859260916	3.89	7.74	4.73	FALSE	FALSE	6	6	3.51	14.9	14
101	136	Denny	Denny C-Size Batteries	94438348412	3.87	17.4	15.3	FALSE	FALSE	33	10	9.7	7.86	11
80	137	Denny	Denny 100 Watt Lightbulb	54062916636	3.7	13.3	11.3	TRUE	FALSE	13	11	9.01	22	22.3
101	138	Denny	Denny AAA-Size Batteries	26781900525	2.7	12.3	10.3	TRUE	FALSE	7	13	16.3	7.58	12.5
55	139	Denny	Denny Paper Plates	21742104887	1.79	21.1	19.1	FALSE	FALSE	16	10	18.5	4.85	19.7
55	140	Denny	Denny Paper Cups	53698855042	1.82	6.03	4.03	FALSE	FALSE	4	10	3.14	7.13	14.5
80	141	Denny	Denny 75 Watt Lightbulb	96679784655	3.93	15.7	13.6	TRUE	FALSE	2	8	9.33	20	11.5
22	142	Denny	Denny Toilet Bowl Cleaner	97874301075	2.32	8.48	6.47	FALSE	FALSE	11	5	11.4	17.2	18.7
22	143	Denny	Denny Counter Cleaner	31310037970	2.46	9.39	7.39	FALSE	FALSE	5	8	16	19.5	13.4
22	144	Denny	Denny Glass Cleaner	67840190529	0.51	20.3	18.2	TRUE	FALSE	2	7	22.2	12.6	9.96
80	145	Denny	Denny 25 Watt Lightbulb	84415823817	2.27	21.2	20.2	FALSE	FALSE	25	6	6.82	14.9	4.67
101	146	Denny	Denny AA-Size Batteries	90183742642	3.83	14	12	TRUE	FALSE	35	12	8.95	12.1	11.9
101	147	Denny	Denny D-Size Batteries	52095012068	0.64	13	12	TRUE	FALSE	29	10	5.44	3.22	7.24
18	148	Denny	Denny Paper Towels	27100697159	3.95	8.94	6.93	TRUE	FALSE	17	9	4.75	17.3	18.5
18	149	Denny	Denny Soft Napkins	48249732851	2.49	17.6	16.6	TRUE	FALSE	27	6	6.87	14.6	5.81
18	150	Denny	Denny Scented Tissue	45905964970	3.45	18.6	16.6	TRUE	FALSE	15	14	11.4	16.9	20.5
18	151	Denny	Denny Toilet Paper	36292766928	2.91	12.3	10.3	TRUE	FALSE	12	13	17.6	9.81	17.5
18	152	Denny	Denny Tissues	15871854424	2.89	17.2	15.2	TRUE	FALSE	31	13	19.9	6.55	6.38
18	153	Denny	Denny Scented Toilet Tissue	96475121378	2.72	18.1	17.1	FALSE	FALSE	19	12	4.6	8.83	21
20	154	Denny	Denny Room Freshener	69194105267	1.96	16.8	13.7	TRUE	FALSE	16	11	16.1	9.84	21.5
40	155	Denny	Denny Frying Pan	64154309630	3.81	20.6	18.6	TRUE	FALSE	26	8	12.9	18.9	5.37
87	156	Denny	Denny Copper Cleaner	96111059784	0.55	21.5	19.5	FALSE	FALSE	20	11	17.5	21.2	20
47	157	Denny	Denny Bees Wax Candles	60309030413	2.95	20.2	18.2	TRUE	FALSE	18	9	9.04	22.2	20.5
87	158	Denny	Denny Silver Cleaner	37601416707	1.58	21.1	18.1	FALSE	FALSE	5	8	13.6	4.56	15.2
86	159	Denny	Denny Copper Pot Scrubber	84939283728	1.71	10.1	8.1	FALSE	FALSE	14	5	10.4	13.8	18.5
85	160	Denny	Denny Economy Toilet Brush	31469436287	2.13	9.18	7.18	FALSE	FALSE	3	9	6.91	4.92	13.8
41	161	Denny	Denny Scissors	24142939448	1.52	10	8	TRUE	FALSE	32	11	11.5	7.21	8.55
42	162	Denny	Denny Large Sponge	18693817257	2.85	13.8	10.8	TRUE	FALSE	6	8	8.34	16.3	12.4
41	163	Denny	Denny Screw Driver	94507216811	2.38	14.7	11.6	FALSE	FALSE	4	7	12.9	18.6	7.11
65	164	Ship Shape	Ship Shape Extra Lean Hamburger	69512901902	2.97	13.4	11.3	TRUE	TRUE	27	6	4.46	19.6	7.53
65	165	Ship Shape	Ship Shape Seasoned Hamburger	90661937594	1.75	8.26	6.26	FALSE	FALSE	31	10	9.36	3.99	16
104	166	Robust	Robust Monthly Sports Magazine	11003258824	2.47	11.2	10.1	TRUE	FALSE	31	6	6.67	18.9	14.4
108	167	Robust	Robust Monthly Auto Magazine	91390060782	0.6	14.4	13.3	FALSE	FALSE	6	11	13.8	5.88	18.3
107	168	Robust	Robust Monthly Computer Magazine	94871278405	1.26	10.4	8.39	FALSE	FALSE	23	11	11.6	8.92	9.67
105	169	Robust	Robust Monthly Home Magazine	54495846629	1.98	19.5	17.5	TRUE	FALSE	29	11	17.2	5.11	11.8
106	170	Robust	Robust Monthly Fashion Magazine	57929857373	3.2	9.56	8.56	FALSE	FALSE	23	9	5.74	4.41	9.95
61	171	High Top	High Top Summer Squash	76792191863	2.95	18.7	17.7	FALSE	FALSE	30	9	11.3	20.6	12
61	172	High Top	High Top Corn on the Cob	18748942017	3.32	16.1	14.1	FALSE	TRUE	3	8	12.3	18.4	4.75
61	173	High Top	High Top Asparagus	72946912646	1.43	21.9	20.8	FALSE	FALSE	13	13	22	9.15	7.34
61	174	High Top	High Top Sweet Peas	50239298939	1.71	13.4	11.3	TRUE	FALSE	22	8	12.3	21	21.8
61	175	High Top	High Top New Potatos	97577165961	3.85	6.82	4.82	TRUE	TRUE	16	8	13	15.4	13.2
61	176	High Top	High Top Beets	44107318520	2.27	12.1	10.1	TRUE	FALSE	29	7	10.4	14.9	8.42
61	177	High Top	High Top Prepared Salad	36780821681	1.66	10.5	8.5	FALSE	FALSE	19	14	5	16.2	3.3
61	178	High Top	High Top Onions	42548740506	1.33	19.5	16.5	TRUE	TRUE	25	7	20.3	18.2	12.3
61	179	High Top	High Top Green Pepper	83242968916	2.75	19.7	18.7	FALSE	TRUE	2	6	3.93	15.1	21.6
61	180	High Top	High Top Shitake Mushrooms	34346523880	0.69	12.3	11.3	FALSE	FALSE	17	9	17.3	18.2	10.9
61	181	High Top	High Top Lettuce	79397689700	0.93	16.1	14.1	FALSE	TRUE	23	5	16.1	15.1	14.5
61	182	High Top	High Top Elephant Garlic	89739010930	1.84	9.05	6.05	FALSE	TRUE	11	12	13.2	6.07	13.5
61	183	High Top	High Top Red Pepper	80125812888	2.41	7.06	5.05	TRUE	FALSE	22	8	4.13	19.5	18.6
61	184	High Top	High Top Garlic	83607030510	3.4	20	18	TRUE	TRUE	22	13	22.7	11.8	6.41
61	185	High Top	High Top Potatos	43231598734	0.57	9.3	7.3	TRUE	FALSE	24	12	11.4	8.03	4.14
61	186	High Top	High Top Cauliflower	82048452496	2.23	18.7	17.7	FALSE	FALSE	20	7	9.53	13.4	8.09
61	187	High Top	High Top Tomatos	10910786986	1.32	14.8	13.8	FALSE	TRUE	15	6	12.6	13.4	3.67
61	188	High Top	High Top Mushrooms	18965407013	2.58	14.7	11.6	TRUE	TRUE	14	8	22.3	19.2	10.6
61	189	High Top	High Top Baby Onion	61946336627	3.45	8.51	6.51	TRUE	FALSE	4	13	5.62	8.03	21.8
61	190	High Top	High Top Dried Mushrooms	39238722920	3.74	18.7	17.7	TRUE	TRUE	29	6	9.59	17.9	5.47
61	191	High Top	High Top Fresh Lima Beans	86576589941	2.87	12.6	9.6	TRUE	FALSE	22	7	19.9	14.4	16.7
61	192	High Top	High Top Squash	33106742501	1.52	10.7	7.69	FALSE	TRUE	4	7	20.3	15.6	14.2
99	193	High Top	High Top Limes	25780245661	3.68	11.8	9.8	TRUE	FALSE	11	13	8.64	14.9	18.3
67	194	High Top	High Top Firm Tofu	31548164486	3.36	11.6	8.6	TRUE	TRUE	21	11	18.8	7.38	10.2
1	195	High Top	High Top Almonds	83459433913	1.77	8.72	6.72	FALSE	TRUE	24	13	17.6	13	10.4
99	196	High Top	High Top Macintosh Apples	58465119004	2.47	12.1	10.1	TRUE	TRUE	27	10	7.29	19.1	16.2
99	197	High Top	High Top Golden Delcious Apples	79614154696	2.91	21.5	19.5	FALSE	TRUE	29	7	15.4	18.9	17.6
99	198	High Top	High Top Red Delcious Apples	78738434910	0.92	17.2	14.2	TRUE	TRUE	27	13	6.26	7.83	5.92
99	199	High Top	High Top Lemons	69125236868	1.67	19.2	18.2	TRUE	FALSE	33	10	19.8	4.92	4.65
99	200	High Top	High Top Fancy Plums	72606454491	2.65	6.74	4.73	FALSE	FALSE	12	6	8.38	17.6	20.4
99	201	High Top	High Top Plums	32231022715	2.25	14.7	12.6	FALSE	FALSE	29	14	10.8	11.8	7.33
99	202	High Top	High Top Peaches	71047876477	1.49	11.8	8.8	FALSE	FALSE	24	6	6.61	10.7	10.1
61	203	High Top	High Top Broccoli	89910210967	0.63	8.85	5.85	TRUE	FALSE	27	5	6.17	12	10.3
99	204	High Top	High Top Mandarin Oranges	97964830994	1.6	13.6	10.6	FALSE	FALSE	31	7	22.6	17	20.7
1	205	High Top	High Top Mixed Nuts	86064931750	2.71	13.9	11.8	TRUE	FALSE	9	5	4.96	11.8	5
1	206	High Top	High Top Canned Peanuts	50672228932	2.11	10.9	7.89	FALSE	TRUE	15	7	22.6	19.6	17.8
61	207	High Top	High Top Sweet Onion	98010095953	1.24	13.5	11.5	TRUE	TRUE	7	14	16	17.8	11.3
99	208	High Top	High Top Cantelope	44540248513	2.47	13.4	10.3	TRUE	TRUE	23	6	6.06	21.4	8.32
99	209	High Top	High Top Honey Dew	37213751673	1.87	17.3	15.2	TRUE	FALSE	16	6	7.99	18.6	21.4
99	210	High Top	High Top Fuji Apples	42981670498	1.54	17	14	FALSE	TRUE	27	10	16.1	4.23	13.8
1	211	High Top	High Top Walnuts	94892939925	2.72	14.5	12.5	TRUE	FALSE	1	7	4.6	12.1	14
99	212	High Top	High Top Oranges	69898625016	1.66	9.78	7.77	FALSE	FALSE	14	9	13.1	4.27	12.3
99	213	High Top	High Top Tangerines	91047660708	0.56	7.22	5.21	TRUE	FALSE	11	11	4.08	7.71	7.56
1	214	High Top	High Top Party Nuts	35291112065	2.82	21.6	19.6	TRUE	TRUE	18	13	8.56	14.5	4.93
24	215	Tip Top	Tip Top Lox	80295071005	0.79	14.1	11.1	TRUE	FALSE	10	13	12.1	12	11.6
2	216	Tip Top	Tip Top Scallops	83776288628	3.6	21.3	20.2	TRUE	TRUE	22	7	18.3	18.3	6.31
45	217	Best Choice	Best Choice Low Fat Cookies	19498726725	0.68	16	14	TRUE	FALSE	21	13	14.4	10.5	22.3
