product_id	store_id	date	sales
401	11	1997-01-02	2
403	11	1997-01-02	2
404	11	1997-01-02	4
407	11	1997-01-02	2
420	11	1997-01-02	2
437	11	1997-01-02	2
445	11	1997-01-02	4
447	11	1997-01-02	3
456	11	1997-01-02	4
462	11	1997-01-02	3
469	11	1997-01-02	5
492	11	1997-01-02	3
498	11	1997-01-02	3
509	11	1997-01-02	3
511	11	1997-01-02	3
521	11	1997-01-02	4
529	11	1997-01-02	3
564	11	1997-01-02	3
569	11	1997-01-02	3
576	11	1997-01-02	5
579	11	1997-01-02	3
594	11	1997-01-02	2
597	11	1997-01-02	3
600	11	1997-01-02	4
605	11	1997-01-02	3
613	11	1997-01-02	3
616	11	1997-01-02	3
629	11	1997-01-02	3
632	11	1997-01-02	3
652	11	1997-01-02	3
696	11	1997-01-02	3
697	11	1997-01-02	2
710	11	1997-01-02	4
721	11	1997-01-02	3
722	11	1997-01-02	4
733	11	1997-01-02	2
750	11	1997-01-02	6
761	11	1997-01-02	4
770	11	1997-01-02	3
814	11	1997-01-02	5
857	11	1997-01-02	3
868	11	1997-01-02	4
883	11	1997-01-02	3
886	11	1997-01-02	3
889	11	1997-01-02	3
892	11	1997-01-02	3
907	11	1997-01-02	3
916	11	1997-01-02	3
924	11	1997-01-02	3
928	11	1997-01-02	3
933	11	1997-01-02	2
936	11	1997-01-02	4
938	11	1997-01-02	2
969	11	1997-01-02	5
971	11	1997-01-02	2
972	11	1997-01-02	3
980	11	1997-01-02	3
982	11	1997-01-02	4
994	11	1997-01-02	3
1016	11	1997-01-02	3
1029	11	1997-01-02	4
1039	11	1997-01-02	3
1044	11	1997-01-02	2
1065	11	1997-01-02	3
1075	11	1997-01-02	3
1091	11	1997-01-02	4
1093	11	1997-01-02	2
1109	11	1997-01-02	4
1112	11	1997-01-02	2
1140	11	1997-01-02	3
1148	11	1997-01-02	3
1154	11	1997-01-02	4
1156	11	1997-01-02	3
1157	11	1997-01-02	4
1174	11	1997-01-02	3
1192	11	1997-01-02	4
1195	11	1997-01-02	3
1208	11	1997-01-02	3
1234	11	1997-01-02	4
1236	11	1997-01-02	5
1238	11	1997-01-02	3
1241	11	1997-01-02	3
1247	11	1997-01-02	3
1255	11	1997-01-02	4
1265	11	1997-01-02	5
1268	11	1997-01-02	2
1279	11	1997-01-02	3
1287	11	1997-01-02	2
1312	11	1997-01-02	4
1313	11	1997-01-02	3
1315	11	1997-01-02	3
1326	11	1997-01-02	4
1362	11	1997-01-02	3
1366	11	1997-01-02	3
1396	11	1997-01-02	4
1403	11	1997-01-02	2
1432	11	1997-01-02	7
1435	11	1997-01-02	2
1448	11	1997-01-02	2
1471	11	1997-01-02	3
1477	11	1997-01-02	4
1537	11	1997-01-02	4
1547	11	1997-01-02	3
1549	11	1997-01-02	2
19	23	1997-01-02	2
87	23	1997-01-02	4
107	23	1997-01-02	4
110	23	1997-01-02	2
119	23	1997-01-02	2
154	23	1997-01-02	3
157	23	1997-01-02	3
180	23	1997-01-02	2
186	23	1997-01-02	3
206	23	1997-01-02	2
252	23	1997-01-02	3
266	23	1997-01-02	2
272	23	1997-01-02	3
309	23	1997-01-02	5
352	23	1997-01-02	3
370	23	1997-01-02	3
382	23	1997-01-02	4
402	23	1997-01-02	4
484	23	1997-01-02	3
489	23	1997-01-02	2
523	23	1997-01-02	4
532	23	1997-01-02	4
540	23	1997-01-02	3
570	23	1997-01-02	3
589	23	1997-01-02	2
590	23	1997-01-02	3
609	23	1997-01-02	4
672	23	1997-01-02	4
718	23	1997-01-02	3
742	23	1997-01-02	4
745	23	1997-01-02	3
803	23	1997-01-02	3
840	23	1997-01-02	3
845	23	1997-01-02	2
865	23	1997-01-02	5
873	23	1997-01-02	3
889	23	1997-01-02	2
890	23	1997-01-02	3
895	23	1997-01-02	2
928	23	1997-01-02	3
935	23	1997-01-02	4
968	23	1997-01-02	3
989	23	1997-01-02	3
996	23	1997-01-02	2
1041	23	1997-01-02	4
1091	23	1997-01-02	2
1111	23	1997-01-02	4
1125	23	1997-01-02	3
1188	23	1997-01-02	3
1191	23	1997-01-02	2
1197	23	1997-01-02	5
1228	23	1997-01-02	5
1251	23	1997-01-02	3
1268	23	1997-01-02	3
1278	23	1997-01-02	3
1292	23	1997-01-02	4
1361	23	1997-01-02	3
1378	23	1997-01-02	7
1388	23	1997-01-02	2
1405	23	1997-01-02	2
1408	23	1997-01-02	4
1470	23	1997-01-02	4
1482	23	1997-01-02	3
1531	23	1997-01-02	4
1	7	1997-01-03	4
16	7	1997-01-03	3
28	7	1997-01-03	3
37	7	1997-01-03	3
48	7	1997-01-03	4
49	7	1997-01-03	2
62	7	1997-01-03	5
75	7	1997-01-03	5
77	7	1997-01-03	2
93	7	1997-01-03	2
135	7	1997-01-03	3
168	7	1997-01-03	3
172	7	1997-01-03	4
202	7	1997-01-03	2
213	7	1997-01-03	3
218	7	1997-01-03	4
234	7	1997-01-03	3
236	7	1997-01-03	3
272	7	1997-01-03	3
283	7	1997-01-03	4
299	7	1997-01-03	3
318	7	1997-01-03	4
332	7	1997-01-03	2
333	7	1997-01-03	4
345	7	1997-01-03	4
349	7	1997-01-03	4
365	7	1997-01-03	4
377	7	1997-01-03	2
385	7	1997-01-03	4
427	7	1997-01-03	6
431	7	1997-01-03	3
432	7	1997-01-03	3
445	7	1997-01-03	3
447	7	1997-01-03	2
455	7	1997-01-03	4
457	7	1997-01-03	6
483	7	1997-01-03	3
495	7	1997-01-03	4
498	7	1997-01-03	2
510	7	1997-01-03	2
515	7	1997-01-03	2
525	7	1997-01-03	3
534	7	1997-01-03	3
551	7	1997-01-03	4
568	7	1997-01-03	3
571	7	1997-01-03	4
581	7	1997-01-03	4
584	7	1997-01-03	3
588	7	1997-01-03	2
609	7	1997-01-03	2
628	7	1997-01-03	2
671	7	1997-01-03	5
681	7	1997-01-03	7
685	7	1997-01-03	4
688	7	1997-01-03	2
709	7	1997-01-03	3
784	7	1997-01-03	3
788	7	1997-01-03	3
797	7	1997-01-03	4
810	7	1997-01-03	8
811	7	1997-01-03	3
815	7	1997-01-03	3
819	7	1997-01-03	4
820	7	1997-01-03	3
822	7	1997-01-03	4
826	7	1997-01-03	2
835	7	1997-01-03	3
838	7	1997-01-03	4
841	7	1997-01-03	4
859	7	1997-01-03	4
864	7	1997-01-03	2
873	7	1997-01-03	3
884	7	1997-01-03	4
911	7	1997-01-03	2
921	7	1997-01-03	3
923	7	1997-01-03	3
929	7	1997-01-03	3
953	7	1997-01-03	4
957	7	1997-01-03	3
1023	7	1997-01-03	3
1028	7	1997-01-03	3
1058	7	1997-01-03	3
1060	7	1997-01-03	3
1090	7	1997-01-03	4
1093	7	1997-01-03	3
1095	7	1997-01-03	4
1102	7	1997-01-03	2
1120	7	1997-01-03	3
1136	7	1997-01-03	4
1139	7	1997-01-03	3
1140	7	1997-01-03	3
1144	7	1997-01-03	3
1151	7	1997-01-03	2
1161	7	1997-01-03	4
1164	7	1997-01-03	3
1186	7	1997-01-03	2
1197	7	1997-01-03	3
1198	7	1997-01-03	3
1203	7	1997-01-03	3
1206	7	1997-01-03	2
1224	7	1997-01-03	4
1238	7	1997-01-03	3
1246	7	1997-01-03	3
1299	7	1997-01-03	2
1306	7	1997-01-03	4
1313	7	1997-01-03	4
1323	7	1997-01-03	2
1340	7	1997-01-03	2
1341	7	1997-01-03	3
1351	7	1997-01-03	2
1360	7	1997-01-03	3
1388	7	1997-01-03	3
1411	7	1997-01-03	2
1417	7	1997-01-03	2
1443	7	1997-01-03	4
1449	7	1997-01-03	2
1460	7	1997-01-03	3
1502	7	1997-01-03	2
1506	7	1997-01-03	2
1517	7	1997-01-03	3
1527	7	1997-01-03	2
1531	7	1997-01-03	2
1550	7	1997-01-03	3
1559	7	1997-01-03	3
53	23	1997-01-03	4
99	23	1997-01-03	3
130	23	1997-01-03	4
146	23	1997-01-03	2
166	23	1997-01-03	3
177	23	1997-01-03	2
210	23	1997-01-03	4
232	23	1997-01-03	2
245	23	1997-01-03	2
340	23	1997-01-03	4
369	23	1997-01-03	2
390	23	1997-01-03	3
396	23	1997-01-03	4
422	23	1997-01-03	3
460	23	1997-01-03	4
463	23	1997-01-03	4
473	23	1997-01-03	5
493	23	1997-01-03	4
502	23	1997-01-03	3
522	23	1997-01-03	4
612	23	1997-01-03	4
623	23	1997-01-03	4
639	23	1997-01-03	3
649	23	1997-01-03	3
653	23	1997-01-03	2
675	23	1997-01-03	3
698	23	1997-01-03	3
721	23	1997-01-03	3
752	23	1997-01-03	2
759	23	1997-01-03	3
772	23	1997-01-03	2
789	23	1997-01-03	3
815	23	1997-01-03	3
959	23	1997-01-03	3
969	23	1997-01-03	3
976	23	1997-01-03	3
998	23	1997-01-03	2
1005	23	1997-01-03	5
1041	23	1997-01-03	3
1064	23	1997-01-03	3
1068	23	1997-01-03	3
1092	23	1997-01-03	3
1136	23	1997-01-03	4
1145	23	1997-01-03	4
1175	23	1997-01-03	3
1178	23	1997-01-03	4
1189	23	1997-01-03	2
1200	23	1997-01-03	2
1202	23	1997-01-03	4
1246	23	1997-01-03	3
1299	23	1997-01-03	4
1312	23	1997-01-03	2
1324	23	1997-01-03	3
1329	23	1997-01-03	4
1461	23	1997-01-03	5
1471	23	1997-01-03	2
1485	23	1997-01-03	3
1496	23	1997-01-03	2
1524	23	1997-01-03	3
1538	23	1997-01-03	4
1548	23	1997-01-03	5
151	14	1997-01-04	1
188	14	1997-01-04	1
384	14	1997-01-04	2
484	14	1997-01-04	2
518	14	1997-01-04	1
544	14	1997-01-04	2
1007	14	1997-01-04	2
1264	14	1997-01-04	1
1276	14	1997-01-04	2
1287	14	1997-01-04	1
1443	14	1997-01-04	2
1520	14	1997-01-04	2
1526	14	1997-01-04	1
77	2	1997-01-05	2
154	2	1997-01-05	1
181	2	1997-01-05	3
310	2	1997-01-05	1
337	2	1997-01-05	2
360	2	1997-01-05	2
483	2	1997-01-05	2
533	2	1997-01-05	2
963	2	1997-01-05	1
1196	2	1997-01-05	2
1242	2	1997-01-05	2
1306	2	1997-01-05	3
1383	2	1997-01-05	2
1392	2	1997-01-05	1
1512	2	1997-01-05	3
2	7	1997-01-05	4
4	7	1997-01-05	3
10	7	1997-01-05	2
22	7	1997-01-05	2
36	7	1997-01-05	3
59	7	1997-01-05	3
69	7	1997-01-05	4
83	7	1997-01-05	3
87	7	1997-01-05	2
88	7	1997-01-05	3
94	7	1997-01-05	3
106	7	1997-01-05	3
117	7	1997-01-05	3
152	7	1997-01-05	3
158	7	1997-01-05	4
186	7	1997-01-05	3
189	7	1997-01-05	3
215	7	1997-01-05	3
244	7	1997-01-05	8
254	7	1997-01-05	4
259	7	1997-01-05	3
269	7	1997-01-05	4
273	7	1997-01-05	5
307	7	1997-01-05	4
322	7	1997-01-05	4
343	7	1997-01-05	2
365	7	1997-01-05	5
380	7	1997-01-05	5
405	7	1997-01-05	3
425	7	1997-01-05	4
429	7	1997-01-05	5
436	7	1997-01-05	3
438	7	1997-01-05	3
440	7	1997-01-05	3
454	7	1997-01-05	3
455	7	1997-01-05	2
461	7	1997-01-05	5
465	7	1997-01-05	2
469	7	1997-01-05	3
474	7	1997-01-05	3
486	7	1997-01-05	4
488	7	1997-01-05	2
504	7	1997-01-05	7
505	7	1997-01-05	2
515	7	1997-01-05	3
574	7	1997-01-05	3
587	7	1997-01-05	2
589	7	1997-01-05	4
590	7	1997-01-05	5
612	7	1997-01-05	4
614	7	1997-01-05	3
631	7	1997-01-05	3
634	7	1997-01-05	4
645	7	1997-01-05	4
656	7	1997-01-05	3
678	7	1997-01-05	2
718	7	1997-01-05	2
721	7	1997-01-05	4
732	7	1997-01-05	3
762	7	1997-01-05	3
779	7	1997-01-05	3
781	7	1997-01-05	3
789	7	1997-01-05	3
791	7	1997-01-05	4
804	7	1997-01-05	3
818	7	1997-01-05	3
820	7	1997-01-05	3
834	7	1997-01-05	4
838	7	1997-01-05	3
841	7	1997-01-05	2
850	7	1997-01-05	4
851	7	1997-01-05	2
859	7	1997-01-05	3
861	7	1997-01-05	2
864	7	1997-01-05	3
887	7	1997-01-05	3
897	7	1997-01-05	3
904	7	1997-01-05	3
910	7	1997-01-05	2
917	7	1997-01-05	3
927	7	1997-01-05	4
952	7	1997-01-05	2
956	7	1997-01-05	4
961	7	1997-01-05	3
970	7	1997-01-05	3
989	7	1997-01-05	4
1004	7	1997-01-05	4
1005	7	1997-01-05	4
1026	7	1997-01-05	4
1028	7	1997-01-05	5
1034	7	1997-01-05	3
1042	7	1997-01-05	3
1051	7	1997-01-05	3
1056	7	1997-01-05	2
1062	7	1997-01-05	2
1076	7	1997-01-05	4
1084	7	1997-01-05	2
1093	7	1997-01-05	3
1095	7	1997-01-05	3
1105	7	1997-01-05	4
1107	7	1997-01-05	4
1123	7	1997-01-05	4
1208	7	1997-01-05	2
1212	7	1997-01-05	5
1300	7	1997-01-05	3
1322	7	1997-01-05	3
1352	7	1997-01-05	4
1363	7	1997-01-05	3
1369	7	1997-01-05	2
1383	7	1997-01-05	4
1390	7	1997-01-05	4
1396	7	1997-01-05	4
1417	7	1997-01-05	2
1426	7	1997-01-05	3
1431	7	1997-01-05	2
1441	7	1997-01-05	4
1462	7	1997-01-05	3
1478	7	1997-01-05	3
1492	7	1997-01-05	2
1494	7	1997-01-05	4
1526	7	1997-01-05	4
1540	7	1997-01-05	3
1541	7	1997-01-05	2
8	15	1997-01-05	4
24	15	1997-01-05	3
33	15	1997-01-05	5
54	15	1997-01-05	3
70	15	1997-01-05	7
89	15	1997-01-05	2
96	15	1997-01-05	3
112	15	1997-01-05	3
128	15	1997-01-05	3
207	15	1997-01-05	3
212	15	1997-01-05	3
226	15	1997-01-05	2
244	15	1997-01-05	2
251	15	1997-01-05	3
253	15	1997-01-05	4
264	15	1997-01-05	5
266	15	1997-01-05	3
280	15	1997-01-05	4
308	15	1997-01-05	2
314	15	1997-01-05	3
330	15	1997-01-05	4
335	15	1997-01-05	3
376	15	1997-01-05	3
380	15	1997-01-05	3
390	15	1997-01-05	4
411	15	1997-01-05	3
424	15	1997-01-05	2
451	15	1997-01-05	2
453	15	1997-01-05	2
461	15	1997-01-05	5
467	15	1997-01-05	3
471	15	1997-01-05	3
477	15	1997-01-05	3
495	15	1997-01-05	3
505	15	1997-01-05	7
507	15	1997-01-05	3
544	15	1997-01-05	3
547	15	1997-01-05	3
598	15	1997-01-05	4
608	15	1997-01-05	4
619	15	1997-01-05	3
628	15	1997-01-05	4
629	15	1997-01-05	2
633	15	1997-01-05	4
638	15	1997-01-05	3
660	15	1997-01-05	6
669	15	1997-01-05	4
680	15	1997-01-05	5
686	15	1997-01-05	4
691	15	1997-01-05	4
707	15	1997-01-05	3
755	15	1997-01-05	3
787	15	1997-01-05	4
843	15	1997-01-05	3
846	15	1997-01-05	2
857	15	1997-01-05	4
862	15	1997-01-05	3
865	15	1997-01-05	2
898	15	1997-01-05	4
915	15	1997-01-05	3
924	15	1997-01-05	3
947	15	1997-01-05	3
971	15	1997-01-05	2
976	15	1997-01-05	3
984	15	1997-01-05	2
988	15	1997-01-05	3
1021	15	1997-01-05	4
1029	15	1997-01-05	2
1030	15	1997-01-05	3
1057	15	1997-01-05	4
1089	15	1997-01-05	4
1090	15	1997-01-05	5
1112	15	1997-01-05	5
1120	15	1997-01-05	2
1173	15	1997-01-05	3
1210	15	1997-01-05	4
1237	15	1997-01-05	4
1249	15	1997-01-05	3
1270	15	1997-01-05	2
1272	15	1997-01-05	3
1276	15	1997-01-05	3
1281	15	1997-01-05	3
1292	15	1997-01-05	4
1297	15	1997-01-05	5
1307	15	1997-01-05	3
1335	15	1997-01-05	2
1376	15	1997-01-05	3
1395	15	1997-01-05	4
1406	15	1997-01-05	4
1413	15	1997-01-05	4
1414	15	1997-01-05	2
1419	15	1997-01-05	3
1427	15	1997-01-05	2
1447	15	1997-01-05	3
1467	15	1997-01-05	3
1468	15	1997-01-05	3
1483	15	1997-01-05	3
1496	15	1997-01-05	4
1519	15	1997-01-05	2
1526	15	1997-01-05	4
1547	15	1997-01-05	4
1549	15	1997-01-05	3
1551	15	1997-01-05	4
3	23	1997-01-05	2
17	23	1997-01-05	4
31	23	1997-01-05	4
75	23	1997-01-05	4
97	23	1997-01-05	2
108	23	1997-01-05	3
120	23	1997-01-05	3
208	23	1997-01-05	3
258	23	1997-01-05	2
285	23	1997-01-05	4
295	23	1997-01-05	2
327	23	1997-01-05	4
368	23	1997-01-05	4
438	23	1997-01-05	3
469	23	1997-01-05	5
536	23	1997-01-05	3
556	23	1997-01-05	3
563	23	1997-01-05	4
593	23	1997-01-05	2
647	23	1997-01-05	3
673	23	1997-01-05	5
694	23	1997-01-05	2
695	23	1997-01-05	2
712	23	1997-01-05	4
723	23	1997-01-05	3
767	23	1997-01-05	2
849	23	1997-01-05	4
851	23	1997-01-05	3
872	23	1997-01-05	4
897	23	1997-01-05	4
912	23	1997-01-05	2
917	23	1997-01-05	3
961	23	1997-01-05	4
985	23	1997-01-05	4
987	23	1997-01-05	4
996	23	1997-01-05	2
1049	23	1997-01-05	3
1059	23	1997-01-05	4
1077	23	1997-01-05	3
1089	23	1997-01-05	6
1100	23	1997-01-05	3
1117	23	1997-01-05	4
1126	23	1997-01-05	4
1129	23	1997-01-05	4
1206	23	1997-01-05	3
1210	23	1997-01-05	4
1212	23	1997-01-05	2
1265	23	1997-01-05	4
1300	23	1997-01-05	3
1302	23	1997-01-05	3
1317	23	1997-01-05	2
1323	23	1997-01-05	2
1406	23	1997-01-05	3
1408	23	1997-01-05	3
1436	23	1997-01-05	4
1438	23	1997-01-05	2
1458	23	1997-01-05	4
1483	23	1997-01-05	2
1494	23	1997-01-05	3
17	3	1997-01-06	3
24	3	1997-01-06	3
53	3	1997-01-06	4
54	3	1997-01-06	2
71	3	1997-01-06	2
81	3	1997-01-06	3
113	3	1997-01-06	2
129	3	1997-01-06	2
160	3	1997-01-06	3
176	3	1997-01-06	3
181	3	1997-01-06	3
206	3	1997-01-06	4
268	3	1997-01-06	2
295	3	1997-01-06	3
310	3	1997-01-06	3
317	3	1997-01-06	5
339	3	1997-01-06	4
340	3	1997-01-06	3
341	3	1997-01-06	3
342	3	1997-01-06	4
350	3	1997-01-06	3
357	3	1997-01-06	3
368	3	1997-01-06	2
373	3	1997-01-06	4
375	3	1997-01-06	2
378	3	1997-01-06	3
383	3	1997-01-06	3
400	3	1997-01-06	3
412	3	1997-01-06	3
414	3	1997-01-06	3
427	3	1997-01-06	2
451	3	1997-01-06	3
455	3	1997-01-06	3
458	3	1997-01-06	4
464	3	1997-01-06	5
477	3	1997-01-06	3
528	3	1997-01-06	2
536	3	1997-01-06	5
549	3	1997-01-06	4
553	3	1997-01-06	3
558	3	1997-01-06	3
595	3	1997-01-06	3
614	3	1997-01-06	3
630	3	1997-01-06	3
636	3	1997-01-06	5
675	3	1997-01-06	2
682	3	1997-01-06	2
722	3	1997-01-06	4
740	3	1997-01-06	4
744	3	1997-01-06	3
747	3	1997-01-06	4
786	3	1997-01-06	3
808	3	1997-01-06	3
836	3	1997-01-06	3
841	3	1997-01-06	3
864	3	1997-01-06	6
891	3	1997-01-06	3
894	3	1997-01-06	3
900	3	1997-01-06	3
907	3	1997-01-06	3
918	3	1997-01-06	5
921	3	1997-01-06	2
925	3	1997-01-06	4
927	3	1997-01-06	3
957	3	1997-01-06	3
960	3	1997-01-06	3
998	3	1997-01-06	4
1002	3	1997-01-06	3
1004	3	1997-01-06	2
1011	3	1997-01-06	3
1018	3	1997-01-06	3
1021	3	1997-01-06	2
1024	3	1997-01-06	5
1031	3	1997-01-06	4
1032	3	1997-01-06	3
1038	3	1997-01-06	3
1043	3	1997-01-06	3
1062	3	1997-01-06	3
1067	3	1997-01-06	3
1091	3	1997-01-06	5
1094	3	1997-01-06	3
1098	3	1997-01-06	3
1104	3	1997-01-06	3
1145	3	1997-01-06	2
1155	3	1997-01-06	4
1162	3	1997-01-06	2
1180	3	1997-01-06	3
1198	3	1997-01-06	3
1207	3	1997-01-06	4
1214	3	1997-01-06	4
1267	3	1997-01-06	3
1277	3	1997-01-06	4
1278	3	1997-01-06	3
1284	3	1997-01-06	4
1287	3	1997-01-06	5
1296	3	1997-01-06	4
1310	3	1997-01-06	3
1311	3	1997-01-06	4
1318	3	1997-01-06	4
1337	3	1997-01-06	3
1362	3	1997-01-06	2
1380	3	1997-01-06	3
1400	3	1997-01-06	3
1406	3	1997-01-06	3
1422	3	1997-01-06	3
1429	3	1997-01-06	4
1431	3	1997-01-06	4
1432	3	1997-01-06	5
1454	3	1997-01-06	3
1460	3	1997-01-06	3
1463	3	1997-01-06	3
1464	3	1997-01-06	3
1468	3	1997-01-06	4
1472	3	1997-01-06	2
1483	3	1997-01-06	3
1500	3	1997-01-06	3
1506	3	1997-01-06	5
1549	3	1997-01-06	2
1550	3	1997-01-06	5
4	6	1997-01-06	2
19	6	1997-01-06	3
43	6	1997-01-06	4
46	6	1997-01-06	2
55	6	1997-01-06	3
56	6	1997-01-06	3
70	6	1997-01-06	3
89	6	1997-01-06	4
140	6	1997-01-06	4
229	6	1997-01-06	3
233	6	1997-01-06	3
276	6	1997-01-06	4
353	6	1997-01-06	3
372	6	1997-01-06	3
416	6	1997-01-06	4
445	6	1997-01-06	3
462	6	1997-01-06	3
472	6	1997-01-06	4
502	6	1997-01-06	3
529	6	1997-01-06	3
559	6	1997-01-06	4
583	6	1997-01-06	4
586	6	1997-01-06	4
589	6	1997-01-06	4
603	6	1997-01-06	3
649	6	1997-01-06	3
663	6	1997-01-06	4
716	6	1997-01-06	3
743	6	1997-01-06	3
779	6	1997-01-06	3
819	6	1997-01-06	2
827	6	1997-01-06	3
839	6	1997-01-06	3
891	6	1997-01-06	3
961	6	1997-01-06	3
972	6	1997-01-06	4
1011	6	1997-01-06	3
1012	6	1997-01-06	2
1038	6	1997-01-06	3
1042	6	1997-01-06	3
1055	6	1997-01-06	3
1082	6	1997-01-06	6
1098	6	1997-01-06	3
1108	6	1997-01-06	4
1119	6	1997-01-06	3
1159	6	1997-01-06	3
1189	6	1997-01-06	3
1205	6	1997-01-06	2
1221	6	1997-01-06	3
1224	6	1997-01-06	2
1225	6	1997-01-06	3
1226	6	1997-01-06	2
1244	6	1997-01-06	2
1258	6	1997-01-06	2
1268	6	1997-01-06	4
1285	6	1997-01-06	4
1379	6	1997-01-06	2
1415	6	1997-01-06	3
1467	6	1997-01-06	2
1508	6	1997-01-06	4
1527	6	1997-01-06	4
1528	6	1997-01-06	3
1544	6	1997-01-06	3
1551	6	1997-01-06	4
1554	6	1997-01-06	4
10	24	1997-01-06	4
18	24	1997-01-06	2
23	24	1997-01-06	4
33	24	1997-01-06	3
40	24	1997-01-06	5
42	24	1997-01-06	4
44	24	1997-01-06	2
57	24	1997-01-06	6
59	24	1997-01-06	3
66	24	1997-01-06	3
70	24	1997-01-06	3
79	24	1997-01-06	4
85	24	1997-01-06	5
86	24	1997-01-06	2
92	24	1997-01-06	2
100	24	1997-01-06	4
123	24	1997-01-06	3
136	24	1997-01-06	4
142	24	1997-01-06	3
169	24	1997-01-06	4
192	24	1997-01-06	4
193	24	1997-01-06	5
202	24	1997-01-06	4
219	24	1997-01-06	3
223	24	1997-01-06	4
225	24	1997-01-06	3
236	24	1997-01-06	3
247	24	1997-01-06	3
256	24	1997-01-06	3
290	24	1997-01-06	4
339	24	1997-01-06	3
349	24	1997-01-06	3
368	24	1997-01-06	4
385	24	1997-01-06	4
388	24	1997-01-06	4
415	24	1997-01-06	3
430	24	1997-01-06	4
456	24	1997-01-06	4
458	24	1997-01-06	5
459	24	1997-01-06	3
462	24	1997-01-06	5
472	24	1997-01-06	3
475	24	1997-01-06	3
486	24	1997-01-06	4
539	24	1997-01-06	3
543	24	1997-01-06	3
559	24	1997-01-06	2
573	24	1997-01-06	4
